Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Revenue,journey_month,journey_day,journey_weekday,journey_quarter,month_name,duration_mins,stops_clean,dep_hour,dep_time_of_day,arrival_hour,arrival_time_of_day,price_band
IndiGo,2019-05-01,Mumbai,Hyderabad,BOM → HYD,6:25,7:55,1h 30m,non-stop,No info,4392,4392,5,1,2,2,May,90,0,6,Morning,7,Morning,Budget
Jet Airways,2019-06-09,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,No info,8040,8040,6,9,6,2,Jun,90,0,10,Morning,11,Morning,Mid-Range
Air Asia,2019-05-12,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,No info,4483,4483,5,12,6,2,May,165,0,11,Morning,13,Afternoon,Budget
Air India,2019-03-24,Delhi,Cochin,DEL → HYD → MAA → COK,9:45,04/03/26 9:25,23h 40m,2 stops,No info,12760,12760,3,24,6,1,Mar,1420,2,9,Morning,9,Morning,Premium
Jet Airways,2019-05-01,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,No info,7229,7229,5,1,2,2,May,175,0,15,Afternoon,18,Evening,Mid-Range
Vistara,2019-06-09,Banglore,Delhi,BLR → DEL,7:00,9:40,2h 40m,non-stop,No info,5403,5403,6,9,6,2,Jun,160,0,7,Morning,9,Morning,Mid-Range
Air India,2019-05-12,Delhi,Cochin,DEL → BOM → COK,7:00,19:15,12h 15m,1 stop,No info,7934,7934,5,12,6,2,May,735,1,7,Morning,19,Evening,Mid-Range
GoAir,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,23:30,16/05/26 7:45,8h 15m,1 stop,No info,6945,6945,3,24,6,1,Mar,495,1,23,Night,7,Morning,Mid-Range
SpiceJet,2019-05-01,Banglore,Delhi,BLR → DEL,9:30,12:20,2h 50m,non-stop,No info,4423,4423,5,1,2,2,May,170,0,9,Morning,12,Afternoon,Budget
Jet Airways,2019-06-09,Mumbai,Hyderabad,BOM → HYD,7:10,8:35,1h 25m,non-stop,No info,8040,8040,6,9,6,2,Jun,85,0,7,Morning,8,Morning,Mid-Range
Jet Airways,2019-05-12,Delhi,Cochin,DEL → BOM → COK,8:00,19:00,11h,1 stop,In-flight meal not included,11399,11399,5,12,6,2,May,660,1,8,Morning,19,Evening,Premium
Jet Airways,2019-03-24,Delhi,Cochin,DEL → COK,11:00,14:15,3h 15m,non-stop,In-flight meal not included,7202,7202,3,24,6,1,Mar,195,0,11,Morning,14,Afternoon,Mid-Range
Multiple carriers,2019-05-01,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9h 30m,1 stop,No info,13727,13727,5,1,2,2,May,570,1,11,Morning,21,Night,Premium
SpiceJet,2019-06-09,Delhi,Cochin,DEL → BLR → COK,17:55,22:50,4h 55m,1 stop,No info,4957,4957,6,9,6,2,Jun,295,1,17,Evening,22,Night,Budget
Jet Airways,2019-05-12,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6h,1 stop,In-flight meal not included,10262,10262,5,12,6,2,May,360,1,13,Afternoon,19,Evening,Premium
SpiceJet,2019-03-24,Mumbai,Hyderabad,BOM → HYD,5:45,7:15,1h 30m,non-stop,No info,2017,2017,3,24,6,1,Mar,90,0,5,Morning,7,Morning,Budget
Jet Airways,2019-05-01,Delhi,Cochin,DEL → BOM → COK,18:15,28/03/26 4:25,10h 10m,1 stop,No info,12242,12242,5,1,2,2,May,610,1,18,Evening,4,Night,Premium
Jet Airways,2019-06-09,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,No info,10875,10875,6,9,6,2,Jun,90,0,10,Morning,11,Morning,Premium
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,14:05,20:45,6h 40m,1 stop,In-flight meal not included,10844,10844,5,12,6,2,May,400,1,14,Afternoon,20,Evening,Premium
Air Asia,2019-03-24,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No info,4409,4409,3,24,6,1,Mar,155,0,10,Morning,12,Afternoon,Budget
Air India,2019-05-01,Banglore,New Delhi,BLR → COK → DEL,6:55,23:20,16h 25m,1 stop,No info,6987,6987,5,1,2,2,May,985,1,6,Morning,23,Night,Mid-Range
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BHO → BOM → COK,5:40,28/03/26 4:25,22h 45m,2 stops,No info,12074,12074,6,9,6,2,Jun,1365,2,5,Morning,4,Night,Premium
Multiple carriers,2019-05-12,Delhi,Cochin,DEL → BOM → COK,11:25,19:15,7h 50m,1 stop,No info,7354,7354,5,12,6,2,May,470,1,11,Morning,19,Evening,Mid-Range
Air India,2019-03-24,Delhi,Cochin,DEL → CCU → BOM → COK,16:55,04/06/26 19:15,26h 20m,2 stops,No info,13381,13381,3,24,6,1,Mar,1580,2,16,Afternoon,19,Evening,Premium
Air India,2019-05-01,Delhi,Cochin,DEL → COK,5:10,8:00,2h 50m,non-stop,No info,5201,5201,5,1,2,2,May,170,0,5,Morning,8,Morning,Mid-Range
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,16:30,02/05/26 12:00,19h 30m,1 stop,In-flight meal not included,9663,9663,6,9,6,2,Jun,1170,1,16,Afternoon,12,Afternoon,Mid-Range
Air India,2019-05-12,Delhi,Cochin,DEL → COK,18:05,21:10,3h 5m,non-stop,No info,6094,6094,5,12,6,2,May,185,0,18,Evening,21,Night,Mid-Range
Jet Airways,2019-03-24,Delhi,Cochin,DEL → COK,11:00,14:15,3h 15m,non-stop,In-flight meal not included,7202,7202,3,24,6,1,Mar,195,0,11,Morning,14,Afternoon,Mid-Range
Vistara,2019-05-01,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,11982,11982,5,1,2,2,May,140,0,17,Evening,20,Evening,Premium
Jet Airways,2019-06-09,Banglore,New Delhi,BLR → BOM → DEL,7:00,16:10,9h 10m,1 stop,In-flight meal not included,7832,7832,6,9,6,2,Jun,550,1,7,Morning,16,Afternoon,Mid-Range
Air India,2019-05-12,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,7817,7817,5,12,6,2,May,135,0,11,Morning,13,Afternoon,Mid-Range
Jet Airways,2019-03-24,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6h,1 stop,In-flight meal not included,12373,12373,3,24,6,1,Mar,360,1,13,Afternoon,19,Evening,Premium
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,8:25,18:15,9h 50m,1 stop,In-flight meal not included,10844,10844,5,1,2,2,May,590,1,8,Morning,18,Evening,Premium
Jet Airways,2019-06-09,Delhi,Cochin,DEL → NAG → BOM → COK,6:45,10/06/26 12:35,29h 50m,2 stops,No info,13376,13376,6,9,6,2,Jun,1790,2,6,Morning,12,Afternoon,Premium
Multiple carriers,2019-05-12,Delhi,Cochin,DEL → HYD → COK,9:45,16:10,6h 25m,1 stop,No info,9646,9646,5,12,6,2,May,385,1,9,Morning,16,Afternoon,Mid-Range
SpiceJet,2019-03-24,Kolkata,Banglore,CCU → BLR,22:20,07/06/26 0:40,2h 20m,non-stop,No check-in baggage included,3841,3841,3,24,6,1,Mar,140,0,22,Night,0,Night,Budget
SpiceJet,2019-05-01,Delhi,Cochin,DEL → BLR → COK,16:35,22:50,6h 15m,1 stop,No info,4957,4957,5,1,2,2,May,375,1,16,Afternoon,22,Night,Budget
IndiGo,2019-06-09,Kolkata,Banglore,CCU → BLR,21:25,10/03/26 0:05,2h 40m,non-stop,No info,4148,4148,6,9,6,2,Jun,160,0,21,Night,0,Night,Budget
Jet Airways,2019-03-24,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,28/03/26 19:45,24h 35m,2 stops,In-flight meal not included,8834,8834,3,24,6,1,Mar,1475,2,19,Evening,19,Evening,Mid-Range
IndiGo,2019-05-01,Delhi,Cochin,DEL → BLR → COK,2:00,7:45,5h 45m,1 stop,No info,5241,5241,5,1,2,2,May,345,1,2,Night,7,Morning,Mid-Range
Jet Airways,2019-06-09,Delhi,Cochin,DEL → COK,11:00,14:15,3h 15m,non-stop,In-flight meal not included,7989,7989,6,9,6,2,Jun,195,0,11,Morning,14,Afternoon,Mid-Range
IndiGo,2019-05-12,Delhi,Cochin,DEL → BOM → COK,10:35,13/06/26 1:30,14h 55m,1 stop,No info,5883,5883,5,12,6,2,May,895,1,10,Morning,1,Night,Mid-Range
Air Asia,2019-03-24,Kolkata,Banglore,CCU → BBI → BLR,6:50,10:30,3h 40m,1 stop,No info,6857,6857,3,24,6,1,Mar,220,1,6,Morning,10,Morning,Mid-Range
SpiceJet,2019-05-01,Banglore,New Delhi,BLR → HYD → DEL,15:35,23:40,8h 5m,1 stop,No info,5822,5822,5,1,2,2,May,485,1,15,Afternoon,23,Night,Mid-Range
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,15:00,10/06/26 4:25,13h 25m,1 stop,In-flight meal not included,10262,10262,6,9,6,2,Jun,805,1,15,Afternoon,4,Night,Premium
Jet Airways,2019-05-12,Mumbai,Hyderabad,BOM → HYD,7:05,8:30,1h 25m,non-stop,In-flight meal not included,4995,4995,5,12,6,2,May,85,0,7,Morning,8,Morning,Budget
SpiceJet,2019-03-24,Banglore,Delhi,BLR → DEL,9:30,12:20,2h 50m,non-stop,No info,4991,4991,3,24,6,1,Mar,170,0,9,Morning,12,Afternoon,Budget
Jet Airways,2019-05-01,Banglore,New Delhi,BLR → BOM → DEL,5:45,21:20,15h 35m,1 stop,No info,16736,16736,5,1,2,2,May,935,1,5,Morning,21,Night,Premium
Jet Airways,2019-06-09,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2 stops,No info,18804,18804,6,9,6,2,Jun,440,2,11,Morning,19,Evening,Premium
IndiGo,2019-05-12,Delhi,Cochin,DEL → HYD → COK,8:35,22:30,13h 55m,1 stop,No info,6442,6442,5,12,6,2,May,835,1,8,Morning,22,Night,Mid-Range
Air India,2019-03-24,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,non-stop,No info,5170,5170,3,24,6,1,Mar,150,0,14,Afternoon,16,Afternoon,Mid-Range
SpiceJet,2019-05-01,Banglore,New Delhi,BLR → DEL,20:30,23:20,2h 50m,non-stop,No info,4377,4377,5,1,2,2,May,170,0,20,Evening,23,Night,Budget
Jet Airways,2019-06-09,Delhi,Cochin,DEL → COK,11:00,14:15,3h 15m,non-stop,No info,9564,9564,6,9,6,2,Jun,195,0,11,Morning,14,Afternoon,Mid-Range
SpiceJet,2019-05-12,Banglore,Delhi,BLR → DEL,5:55,8:35,2h 40m,non-stop,No check-in baggage included,3573,3573,5,12,6,2,May,160,0,5,Morning,8,Morning,Budget
Jet Airways,2019-03-24,Delhi,Cochin,DEL → BOM → COK,17:30,07/03/26 19:45,26h 15m,1 stop,No info,17024,17024,3,24,6,1,Mar,1575,1,17,Evening,19,Evening,Premium
Air Asia,2019-05-01,Banglore,Delhi,BLR → DEL,4:55,7:45,2h 50m,non-stop,No info,3383,3383,5,1,2,2,May,170,0,4,Night,7,Morning,Budget
Jet Airways,2019-05-12,Banglore,Delhi,BLR → DEL,8:20,11:20,3h,non-stop,No info,7229,7229,5,12,6,2,May,180,0,8,Morning,11,Morning,Mid-Range
Jet Airways,2019-03-24,Banglore,New Delhi,BLR → BOM → DEL,5:45,10:25,4h 40m,1 stop,In-flight meal not included,9134,9134,3,24,6,1,Mar,280,1,5,Morning,10,Morning,Mid-Range
Air India,2019-05-01,Mumbai,Hyderabad,BOM → HYD,15:00,16:25,1h 25m,non-stop,No info,3100,3100,5,1,2,2,May,85,0,15,Afternoon,16,Afternoon,Budget
Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,9:00,21:00,12h,1 stop,No info,13727,13727,6,9,6,2,Jun,720,1,9,Morning,21,Night,Premium
Vistara,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,7:10,20:20,13h 10m,1 stop,No info,8452,8452,5,12,6,2,May,790,1,7,Morning,20,Evening,Mid-Range
Jet Airways,2019-03-24,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1 stop,No info,14714,14714,3,24,6,1,Mar,540,1,10,Morning,19,Evening,Premium
Jet Airways,2019-05-01,Banglore,New Delhi,BLR → MAA → DEL,9:45,15:55,6h 10m,1 stop,In-flight meal not included,7280,7280,5,1,2,2,May,370,1,9,Morning,15,Afternoon,Mid-Range
Air India,2019-06-09,Mumbai,Hyderabad,BOM → GOI → PNQ → HYD,13:30,16:55,3h 25m,2 stops,No info,18797,18797,6,9,6,2,Jun,205,2,13,Afternoon,16,Afternoon,Premium
IndiGo,2019-05-12,Mumbai,Hyderabad,BOM → HYD,12:00,13:30,1h 30m,non-stop,No info,2754,2754,5,12,6,2,May,90,0,12,Afternoon,13,Afternoon,Budget
Air Asia,2019-03-24,Kolkata,Banglore,CCU → BLR,22:50,04/06/26 1:20,2h 30m,non-stop,No info,4409,4409,3,24,6,1,Mar,150,0,22,Night,1,Night,Budget
IndiGo,2019-05-01,Delhi,Cochin,DEL → COK,14:20,17:35,3h 15m,non-stop,No info,5021,5021,5,1,2,2,May,195,0,14,Afternoon,17,Evening,Mid-Range
Jet Airways,2019-06-09,Mumbai,Hyderabad,BOM → HYD,6:30,8:00,1h 30m,non-stop,No info,8040,8040,6,9,6,2,Jun,90,0,6,Morning,8,Morning,Mid-Range
Air India,2019-05-12,Delhi,Cochin,DEL → BOM → COK,9:00,19:15,10h 15m,1 stop,No info,10454,10454,5,12,6,2,May,615,1,9,Morning,19,Evening,Premium
Multiple carriers,2019-03-24,Delhi,Cochin,DEL → BOM → COK,3:50,12:35,8h 45m,1 stop,No info,10197,10197,3,24,6,1,Mar,525,1,3,Night,12,Afternoon,Premium
Air India,2019-05-01,Banglore,Delhi,BLR → DEL,6:10,8:55,2h 45m,non-stop,No info,5228,5228,5,1,2,2,May,165,0,6,Morning,8,Morning,Mid-Range
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1 stop,No info,14714,14714,6,9,6,2,Jun,300,1,14,Afternoon,19,Evening,Premium
Air India,2019-05-12,Banglore,New Delhi,BLR → DEL,6:10,8:55,2h 45m,non-stop,No info,7276,7276,5,12,6,2,May,165,0,6,Morning,8,Morning,Mid-Range
IndiGo,2019-03-24,Delhi,Cochin,DEL → BBI → COK,2:35,8:30,5h 55m,1 stop,No info,7731,7731,3,24,6,1,Mar,355,1,2,Night,8,Morning,Mid-Range
Air Asia,2019-05-01,Kolkata,Banglore,CCU → BBI → BLR,19:55,23:30,3h 35m,1 stop,No info,6857,6857,5,1,2,2,May,215,1,19,Evening,23,Night,Mid-Range
Air India,2019-06-09,Banglore,Delhi,BLR → DEL,5:45,8:45,3h,non-stop,No info,6961,6961,6,9,6,2,Jun,180,0,5,Morning,8,Morning,Mid-Range
Jet Airways,2019-05-12,Delhi,Cochin,DEL → BDQ → BOM → COK,10:45,22/03/26 4:25,17h 40m,2 stops,In-flight meal not included,7791,7791,5,12,6,2,May,1060,2,10,Morning,4,Night,Mid-Range
IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,4777,4777,3,24,6,1,Mar,170,0,10,Morning,13,Afternoon,Budget
Jet Airways,2019-05-01,Delhi,Cochin,DEL → BOM → COK,19:15,10/03/26 4:25,9h 10m,1 stop,No info,16289,16289,5,1,2,2,May,550,1,19,Evening,4,Night,Premium
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,18:55,02/04/26 4:40,9h 45m,1 stop,No info,12681,12681,6,9,6,2,Jun,585,1,18,Evening,4,Night,Premium
IndiGo,2019-05-12,Banglore,Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,4823,4823,5,12,6,2,May,175,0,18,Evening,21,Night,Budget
Jet Airways,2019-03-24,Delhi,Cochin,DEL → JAI → BOM → COK,9:40,10/06/26 12:35,26h 55m,2 stops,No info,13014,13014,3,24,6,1,Mar,1615,2,9,Morning,12,Afternoon,Premium
Jet Airways,2019-05-01,Delhi,Cochin,DEL → BOM → COK,7:05,19:00,11h 55m,1 stop,In-flight meal not included,5406,5406,5,1,2,2,May,715,1,7,Morning,19,Evening,Mid-Range
Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,7:30,19:00,11h 30m,1 stop,No info,9315,9315,6,9,6,2,Jun,690,1,7,Morning,19,Evening,Mid-Range
Air India,2019-05-12,Delhi,Cochin,DEL → MAA → COK,12:30,10/05/26 9:25,20h 55m,1 stop,No info,7480,7480,5,12,6,2,May,1255,1,12,Afternoon,9,Morning,Mid-Range
Jet Airways,2019-03-24,Banglore,New Delhi,BLR → BOM → DEL,14:05,19:10,5h 5m,1 stop,No info,14815,14815,3,24,6,1,Mar,305,1,14,Afternoon,19,Evening,Premium
Air India,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,20:30,25/03/26 16:15,19h 45m,1 stop,No info,12173,12173,5,1,2,2,May,1185,1,20,Evening,16,Afternoon,Premium
Air India,2019-06-09,Banglore,New Delhi,BLR → CCU → BBI → DEL,5:50,23:45,17h 55m,2 stops,No info,7664,7664,6,9,6,2,Jun,1075,2,5,Morning,23,Night,Mid-Range
Air India,2019-05-12,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,07/06/26 19:15,26h,2 stops,No info,12777,12777,5,12,6,2,May,1560,2,17,Evening,19,Evening,Premium
Multiple carriers,2019-03-24,Delhi,Cochin,DEL → BOM → COK,7:30,19:15,11h 45m,1 stop,No info,8837,8837,3,24,6,1,Mar,705,1,7,Morning,19,Evening,Mid-Range
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,21:10,02/05/26 10:05,12h 55m,1 stop,In-flight meal not included,10844,10844,5,1,2,2,May,775,1,21,Night,10,Morning,Premium
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,6:30,19:50,13h 20m,1 stop,No info,14571,14571,6,9,6,2,Jun,800,1,6,Morning,19,Evening,Premium
IndiGo,2019-05-12,Delhi,Cochin,DEL → BOM → COK,7:30,21:00,13h 30m,1 stop,No info,6093,6093,5,12,6,2,May,810,1,7,Morning,21,Night,Mid-Range
IndiGo,2019-03-24,Delhi,Cochin,DEL → HYD → COK,8:35,16:10,7h 35m,1 stop,No info,7514,7514,3,24,6,1,Mar,455,1,8,Morning,16,Afternoon,Mid-Range
IndiGo,2019-05-01,Delhi,Cochin,DEL → COK,14:25,17:40,3h 15m,non-stop,No info,6015,6015,5,1,2,2,May,195,0,14,Afternoon,17,Evening,Mid-Range
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,10:00,22/05/26 4:25,18h 25m,1 stop,In-flight meal not included,12898,12898,6,9,6,2,Jun,1105,1,10,Morning,4,Night,Premium
Air India,2019-05-12,Delhi,Cochin,DEL → BOM → COK,19:00,02/06/26 19:15,24h 15m,1 stop,No info,8792,8792,5,12,6,2,May,1455,1,19,Evening,19,Evening,Mid-Range
IndiGo,2019-03-24,Banglore,Delhi,BLR → DEL,8:30,11:20,2h 50m,non-stop,No info,4823,4823,3,24,6,1,Mar,170,0,8,Morning,11,Morning,Budget
SpiceJet,2019-05-01,Banglore,Delhi,BLR → DEL,5:55,8:35,2h 40m,non-stop,No check-in baggage included,3919,3919,5,1,2,2,May,160,0,5,Morning,8,Morning,Budget
IndiGo,2019-06-09,Chennai,Kolkata,MAA → CCU,13:15,15:35,2h 20m,non-stop,No info,3597,3597,6,9,6,2,Jun,140,0,13,Afternoon,15,Afternoon,Budget
SpiceJet,2019-05-12,Mumbai,Hyderabad,BOM → HYD,5:45,7:15,1h 30m,non-stop,No info,2017,2017,5,12,6,2,May,90,0,5,Morning,7,Morning,Budget
Air Asia,2019-03-24,Banglore,Delhi,BLR → DEL,23:55,28/06/26 2:45,2h 50m,non-stop,No info,3383,3383,3,24,6,1,Mar,170,0,23,Night,2,Night,Budget
SpiceJet,2019-05-01,Mumbai,Hyderabad,BOM → HYD,22:45,19/06/26 0:15,1h 30m,non-stop,No check-in baggage included,1965,1965,5,1,2,2,May,90,0,22,Night,0,Night,Budget
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,2:15,12:35,10h 20m,1 stop,In-flight meal not included,10262,10262,6,9,6,2,Jun,620,1,2,Night,12,Afternoon,Premium
Jet Airways,2019-05-12,Delhi,Cochin,DEL → BOM → COK,16:00,04/03/26 4:25,12h 25m,1 stop,No info,17234,17234,5,12,6,2,May,745,1,16,Afternoon,4,Night,Premium
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,20:00,10/06/26 4:40,8h 40m,1 stop,No info,14178,14178,3,24,6,1,Mar,520,1,20,Evening,4,Night,Premium
IndiGo,2019-05-01,Delhi,Cochin,DEL → MAA → COK,2:00,7:25,5h 25m,1 stop,No info,5636,5636,5,1,2,2,May,325,1,2,Night,7,Morning,Mid-Range
IndiGo,2019-06-09,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,No info,4823,4823,6,9,6,2,Jun,175,0,18,Evening,21,Night,Budget
Air India,2019-05-12,Delhi,Cochin,DEL → MAA → COK,12:30,22/05/26 9:25,20h 55m,1 stop,No info,7480,7480,5,12,6,2,May,1255,1,12,Afternoon,9,Morning,Mid-Range
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,18:55,10/06/26 16:20,21h 25m,1 stop,No info,14571,14571,3,24,6,1,Mar,1285,1,18,Evening,16,Afternoon,Premium
IndiGo,2019-05-01,Mumbai,Hyderabad,BOM → HYD,9:10,10:40,1h 30m,non-stop,No info,13999,13999,5,1,2,2,May,90,0,9,Morning,10,Morning,Premium
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,20:25,19/05/26 21:05,24h 40m,1 stop,No info,14151,14151,6,9,6,2,Jun,1480,1,20,Evening,21,Night,Premium
Air India,2019-05-12,Banglore,Delhi,BLR → DEL,21:05,23:55,2h 50m,non-stop,No info,6121,6121,5,12,6,2,May,170,0,21,Night,23,Night,Mid-Range
SpiceJet,2019-03-24,Chennai,Kolkata,MAA → CCU,8:20,10:35,2h 15m,non-stop,No check-in baggage included,3543,3543,3,24,6,1,Mar,135,0,8,Morning,10,Morning,Budget
Air India,2019-05-01,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,19/05/26 19:15,23h 30m,2 stops,No info,10651,10651,5,1,2,2,May,1410,2,19,Evening,19,Evening,Premium
Jet Airways,2019-06-09,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,23/05/26 4:25,29h 20m,2 stops,No info,15129,15129,6,9,6,2,Jun,1760,2,23,Night,4,Night,Premium
IndiGo,2019-05-12,Delhi,Cochin,DEL → MAA → COK,7:15,12:30,5h 15m,1 stop,No info,6582,6582,5,12,6,2,May,315,1,7,Morning,12,Afternoon,Mid-Range
Jet Airways,2019-03-24,Delhi,Cochin,DEL → BHO → BOM → COK,5:30,12:35,7h 5m,2 stops,In-flight meal not included,15544,15544,3,24,6,1,Mar,425,2,5,Morning,12,Afternoon,Premium
IndiGo,2019-05-01,Delhi,Cochin,DEL → BOM → COK,18:35,28/03/26 1:35,7h,1 stop,No info,8574,8574,5,1,2,2,May,420,1,18,Evening,1,Night,Mid-Range
IndiGo,2019-06-09,Mumbai,Hyderabad,BOM → HYD,2:30,4:00,1h 30m,non-stop,No info,4784,4784,6,9,6,2,Jun,90,0,2,Night,4,Night,Budget
IndiGo,2019-05-12,Delhi,Cochin,DEL → HYD → COK,5:05,12:10,7h 5m,1 stop,No info,6818,6818,5,12,6,2,May,425,1,5,Morning,12,Afternoon,Mid-Range
Jet Airways,2019-05-01,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,10/04/26 19:00,29h 35m,2 stops,No info,9483,9483,5,1,2,2,May,1775,2,13,Afternoon,19,Evening,Mid-Range
Jet Airways,2019-06-09,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,25/06/26 12:35,17h 5m,2 stops,In-flight meal not included,10368,10368,6,9,6,2,Jun,1025,2,19,Evening,12,Afternoon,Premium
Multiple carriers,2019-05-12,Delhi,Cochin,DEL → BOM → COK,9:00,21:00,12h,1 stop,No info,8073,8073,5,12,6,2,May,720,1,9,Morning,21,Night,Mid-Range
IndiGo,2019-03-24,Kolkata,Banglore,CCU → BLR,22:10,02/03/26 0:55,2h 45m,non-stop,No info,4778,4778,3,24,6,1,Mar,165,0,22,Night,0,Night,Budget
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,20:00,19/05/26 4:40,8h 40m,1 stop,No info,13941,13941,5,1,2,2,May,520,1,20,Evening,4,Night,Premium
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,6h 5m,1 stop,In-flight meal not included,10844,10844,6,9,6,2,Jun,365,1,16,Afternoon,22,Night,Premium
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,6:30,19:50,13h 20m,1 stop,In-flight meal not included,10844,10844,5,12,6,2,May,800,1,6,Morning,19,Evening,Premium
SpiceJet,2019-03-24,Kolkata,Banglore,CCU → BLR,9:00,11:25,2h 25m,non-stop,No check-in baggage included,3841,3841,3,24,6,1,Mar,145,0,9,Morning,11,Morning,Budget
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,6:30,16:20,9h 50m,1 stop,In-flight meal not included,10844,10844,5,1,2,2,May,590,1,6,Morning,16,Afternoon,Premium
Jet Airways,2019-06-09,Delhi,Cochin,DEL → MAA → BOM → COK,5:10,18:50,13h 40m,2 stops,In-flight meal not included,8728,8728,6,9,6,2,Jun,820,2,5,Morning,18,Evening,Mid-Range
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,20:25,02/05/26 14:25,18h,1 stop,No info,11467,11467,5,12,6,2,May,1080,1,20,Evening,14,Afternoon,Premium
Multiple carriers,2019-03-24,Delhi,Cochin,DEL → BOM → COK,9:00,15:30,6h 30m,1 stop,No info,15078,15078,3,24,6,1,Mar,390,1,9,Morning,15,Afternoon,Premium
Multiple carriers,2019-05-01,Delhi,Cochin,DEL → BOM → COK,17:00,07/06/26 1:30,8h 30m,1 stop,No info,7198,7198,5,1,2,2,May,510,1,17,Evening,1,Night,Mid-Range
Air India,2019-06-09,Delhi,Cochin,DEL → BOM → COK,21:00,25/06/26 7:40,10h 40m,1 stop,No info,8372,8372,6,9,6,2,Jun,640,1,21,Night,7,Morning,Mid-Range
Multiple carriers,2019-05-12,Delhi,Cochin,DEL → BOM → COK,16:00,28/05/26 1:30,9h 30m,1 stop,In-flight meal not included,7308,7308,5,12,6,2,May,570,1,16,Afternoon,1,Night,Mid-Range
SpiceJet,2019-03-24,Delhi,Cochin,DEL → PNQ → COK,8:45,13:15,4h 30m,1 stop,No check-in baggage included,4414,4414,3,24,6,1,Mar,270,1,8,Morning,13,Afternoon,Budget
IndiGo,2019-05-01,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No info,5224,5224,5,1,2,2,May,150,0,14,Afternoon,16,Afternoon,Mid-Range
Jet Airways,2019-06-09,Banglore,New Delhi,BLR → BOM → DEL,5:45,16:10,10h 25m,1 stop,In-flight meal not included,7832,7832,6,9,6,2,Jun,625,1,5,Morning,16,Afternoon,Mid-Range
IndiGo,2019-05-12,Banglore,New Delhi,BLR → DEL,1:30,4:15,2h 45m,non-stop,No info,6860,6860,5,12,6,2,May,165,0,1,Night,4,Night,Mid-Range
